"year","est","lwr","upr","log_est","se","type","index","index_id","common_name"
2003,1717162.96039484,1004325.50520387,2935949.16914255,14.3561840453322,0.273656717420763,"index","Coastwide",5,"bocaccio"
2004,7872006.83355377,4141766.36231462,14961851.0960348,15.8788235857974,0.32765432349266,"index","Coastwide",5,"bocaccio"
2005,2271185.10345282,1321137.60866172,3904424.29337183,14.6358123252311,0.276438027104683,"index","Coastwide",5,"bocaccio"
2006,2661050.77253485,1493425.013334,4741578.01749946,14.7942316300239,0.294724254059835,"index","Coastwide",5,"bocaccio"
2007,2435238.76373087,1173094.00427846,5055338.97091657,14.705555364612,0.372659960029332,"index","Coastwide",5,"bocaccio"
2008,2151881.10641818,1076980.26934177,4299607.36327108,14.5818529507906,0.353160221461569,"index","Coastwide",5,"bocaccio"
2009,1102745.25681805,521192.447107736,2333201.69580919,13.9133133167274,0.382373701691617,"index","Coastwide",5,"bocaccio"
2010,878220.755527886,471871.663820089,1634494.61914296,13.6856532710002,0.316939977973992,"index","Coastwide",5,"bocaccio"
2011,862175.647458865,397227.101966502,1871339.70313486,13.6672142962418,0.395390354611097,"index","Coastwide",5,"bocaccio"
2012,3449706.68686567,2024010.54149203,5879651.30687172,15.0537997670935,0.272050024223086,"index","Coastwide",5,"bocaccio"
2013,3749532.91013158,2272007.35788562,6187918.80024693,15.1371418328904,0.255600378128415,"index","Coastwide",5,"bocaccio"
2014,4504123.62576254,2952247.24918093,6871758.33317508,15.3205038964184,0.215527776049843,"index","Coastwide",5,"bocaccio"
2015,3712469.18272955,2236765.58339151,6161766.58611625,15.1272077611104,0.258507972973874,"index","Coastwide",5,"bocaccio"
2016,10285852.5319229,6960527.68283038,15199819.1989726,16.1462799684383,0.199245560420161,"index","Coastwide",5,"bocaccio"
2017,6736879.82071107,4484598.15120132,10120315.8429137,15.7231074410886,0.207630340777703,"index","Coastwide",5,"bocaccio"
2018,11323425.7661713,7250023.72656058,17685455.3747536,16.2423842144767,0.227488320468679,"index","Coastwide",5,"bocaccio"
2019,11443171.7383474,6523628.17876904,20072600.0693099,16.2529037553448,0.286720833397888,"index","Coastwide",5,"bocaccio"
2021,7380113.0835536,5164404.34485814,10546437.786241,15.814299519434,0.182145791278944,"index","Coastwide",5,"bocaccio"
2022,6029126.50280184,3707484.33974833,9804590.67542684,15.6121126996369,0.24809056412538,"index","Coastwide",5,"bocaccio"
2023,5631764.28050526,3663599.02288006,8657270.81842094,15.5439333223407,0.219379929392403,"index","Coastwide",5,"bocaccio"
2024,9009344.70966005,6160390.53167548,13175835.4734377,16.0137728977121,0.19394344447707,"index","Coastwide",5,"bocaccio"
2003,1524935.16009885,874891.711123916,2657960.08001765,14.2374624491518,0.283478193767252,"index","California",5,"bocaccio"
2004,7450189.95859979,3912363.06075504,14187162.4788598,15.8237500878293,0.328627454452149,"index","California",5,"bocaccio"
2005,2112678.18524968,1224304.37669648,3645669.49149804,14.5634669827036,0.278364093470699,"index","California",5,"bocaccio"
2006,2278940.6055833,1255881.19362822,4135399.35953037,14.6392212462749,0.304022533321611,"index","California",5,"bocaccio"
2007,2183463.01252864,1032575.71301148,4617105.23209605,14.5964227122308,0.382076296919557,"index","California",5,"bocaccio"
2008,1916284.73642425,949338.753168246,3868110.49143146,14.4658988362964,0.358362638248084,"index","California",5,"bocaccio"
2009,1037323.99970463,489398.66192182,2198700.49529296,13.8521548778578,0.383283666391861,"index","California",5,"bocaccio"
2010,826286.184722713,443303.496012458,1540138.67520781,13.6246964631046,0.317703060351581,"index","California",5,"bocaccio"
2011,764850.698777628,347249.848252639,1684656.14704895,13.5474359287649,0.402882966919002,"index","California",5,"bocaccio"
2012,3159714.68838213,1830102.37658233,5455321.53814384,14.9659922930002,0.278632582316504,"index","California",5,"bocaccio"
2013,3504773.4470809,2119941.4194933,5794234.12478031,15.069636439295,0.25650339970967,"index","California",5,"bocaccio"
2014,4247777.04223603,2757640.26799371,6543134.00118531,15.2619063551772,0.220422651618119,"index","California",5,"bocaccio"
2015,3500785.35821201,2102446.15213503,5829161.48022441,15.068497889349,0.26015061206246,"index","California",5,"bocaccio"
2016,9651977.45607091,6481231.18359624,14373915.4141403,16.08267337005,0.203193694089043,"index","California",5,"bocaccio"
2017,5249432.02010853,3474488.94636072,7931104.96512134,15.4736304420692,0.21055105346527,"index","California",5,"bocaccio"
2018,10112496.179433,6340899.31602334,16127456.6717423,16.1292824625424,0.238142793396696,"index","California",5,"bocaccio"
2019,9212160.78603891,5069623.0230529,16739687.7365309,16.0360349937477,0.304729056290468,"index","California",5,"bocaccio"
2021,6512606.09608075,4484728.16462477,9457437.91056661,15.6892502560559,0.190341157926638,"index","California",5,"bocaccio"
2022,4603834.33238344,2781351.17116847,7620501.4238199,15.3424000647672,0.257123431020531,"index","California",5,"bocaccio"
2023,4964499.25647523,3173074.81021002,7767309.10605658,15.4178229956875,0.228377333363351,"index","California",5,"bocaccio"
2024,7631068.87255324,5124011.45438797,11364770.0939042,15.8477384815951,0.203213072945116,"index","California",5,"bocaccio"
2003,41586.9386424617,12012.060392888,143978.086113841,10.6355414220081,0.633621319065197,"index","Oregon",5,"bocaccio"
2004,140762.279469535,33045.3767758651,599600.345181443,11.8548277853193,0.739396665963435,"index","Oregon",5,"bocaccio"
2005,62435.9944009695,18866.775074271,206620.017543646,11.041897221402,0.61059259728697,"index","Oregon",5,"bocaccio"
2006,51652.1876944407,13731.508472481,194293.911624386,10.8522878297871,0.675950925942649,"index","Oregon",5,"bocaccio"
2007,64011.1985133298,16508.7214612045,248198.114235672,11.0668133238059,0.691425577636147,"index","Oregon",5,"bocaccio"
2008,56528.0808187078,14309.8198555453,223302.875459195,10.942492799309,0.700926918241883,"index","Oregon",5,"bocaccio"
2009,18129.1098456946,3951.84776402076,83167.3291642348,9.80527420412624,0.777226356844377,"index","Oregon",5,"bocaccio"
2010,14027.2448431512,3294.44743010124,59725.8271878592,9.54875677770038,0.739178401117881,"index","Oregon",5,"bocaccio"
2011,15203.0585815146,3264.20587492296,70808.3371850498,9.62925190905991,0.784953260710619,"index","Oregon",5,"bocaccio"
2012,67799.6612659416,18863.1782809231,243691.386431167,11.1243124778384,0.652739247390756,"index","Oregon",5,"bocaccio"
2013,74433.760911039,20163.6489014791,274770.940043264,11.2176648935821,0.666353158006699,"index","Oregon",5,"bocaccio"
2014,122873.905912616,43969.2439443582,343376.310343849,11.7189139533416,0.524330188833665,"index","Oregon",5,"bocaccio"
2015,98767.7847679429,29819.1379394983,327141.426011688,11.5005267654634,0.611042394560347,"index","Oregon",5,"bocaccio"
2016,234829.352585876,83734.2450900122,658569.558686801,12.366614370136,0.526137757942181,"index","Oregon",5,"bocaccio"
2017,530589.655911472,226198.974930136,1244591.77167892,13.1817442254175,0.434994684180729,"index","Oregon",5,"bocaccio"
2018,312338.709426684,114739.212884309,850236.522928666,12.6518434850831,0.510941208534313,"index","Oregon",5,"bocaccio"
2019,882978.645243623,328463.443444334,2373631.84097652,13.6910562949716,0.504537570757338,"index","Oregon",5,"bocaccio"
2021,242889.333007233,98755.0196784797,597389.66465473,12.4003611988643,0.459173582935457,"index","Oregon",5,"bocaccio"
2022,170366.775660686,55353.3904264685,524355.202552138,12.0457088958495,0.573589981315431,"index","Oregon",5,"bocaccio"
2023,145459.371047988,44267.0380877621,477972.539832647,11.8876520898162,0.606978741110628,"index","Oregon",5,"bocaccio"
2024,503873.223523455,176768.838641611,1436272.52028658,13.1300799747838,0.534439316957768,"index","Oregon",5,"bocaccio"
2003,150640.861653533,53265.6469632587,426028.228200657,11.9226538832664,0.53042148293125,"index","Washington",5,"bocaccio"
2004,281054.595484451,53995.3067685733,1462936.13964434,12.5463042194243,0.841674552369452,"index","Washington",5,"bocaccio"
2005,96070.9238021834,20678.2481504735,446344.503317781,11.4728419872853,0.783690101770531,"index","Washington",5,"bocaccio"
2006,330457.979257116,94801.1599471739,1151910.75842899,12.7082347872469,0.637102453513681,"index","Washington",5,"bocaccio"
2007,187764.552688911,47481.3380695414,742513.34692446,12.1429440776154,0.701468015934221,"index","Washington",5,"bocaccio"
2008,179068.289175213,37664.442440223,851345.463006084,12.095522515841,0.795448677177386,"index","Washington",5,"bocaccio"
2009,47292.1472677227,7580.66345860841,295033.17294111,10.7640995409873,0.934069989602367,"index","Washington",5,"bocaccio"
2010,37907.3259620215,7154.57832785588,200845.569891411,10.542899669542,0.850725792082311,"index","Washington",5,"bocaccio"
2011,82121.8900997185,17261.3636289362,390699.424363257,11.3159598871822,0.79579723546745,"index","Washington",5,"bocaccio"
2012,222192.337217598,65951.3607438049,748573.405634485,12.3112986696236,0.61971846845677,"index","Washington",5,"bocaccio"
2013,170325.702139635,39730.155113207,730197.119208223,12.0454677779856,0.742667741082345,"index","Washington",5,"bocaccio"
2014,133472.677613873,35400.5830297354,503239.047064641,11.8016520738079,0.677139230885715,"index","Washington",5,"bocaccio"
2015,112916.039749607,25913.013104509,492032.014235979,11.6343998104595,0.750982805854323,"index","Washington",5,"bocaccio"
2016,399045.723266225,103956.298656977,1531773.36356019,12.8968312839587,0.686290875739335,"index","Washington",5,"bocaccio"
2017,956858.144691062,332338.972570118,2754950.77204179,13.7714104302851,0.539550578417991,"index","Washington",5,"bocaccio"
2018,898590.877311581,332066.681744063,2431636.80423061,13.708583123454,0.507913438689895,"index","Washington",5,"bocaccio"
2019,1348032.30706483,508207.804672319,3575685.15119953,14.1141565368325,0.4977187526378,"index","Washington",5,"bocaccio"
2021,624617.65446561,261439.270805926,1492305.3184299,13.3448949886664,0.444364128132643,"index","Washington",5,"bocaccio"
2022,1254925.39475772,438522.668249707,3591234.52544319,14.0425866823728,0.536448580803436,"index","Washington",5,"bocaccio"
2023,521805.652982026,201553.664935746,1350911.37921406,13.1650504852444,0.485335210551321,"index","Washington",5,"bocaccio"
2024,874402.613583365,360541.638677368,2120642.52397101,13.681296204842,0.452015179983135,"index","Washington",5,"bocaccio"
